data_year,property_id,prop_desc_id,property_value,date_recovered,nibrs_prop_desc_id
2022,159499544,3,250,,
2022,159499551,25,5,,
2022,162305730,19,6,,
2022,154797346,63,1,,
2022,159499905,20,14000,,
2022,155986597,20,20,,
2022,155986597,51,0,,
2022,155986613,6,20,,
2022,155986613,16,20,,
2022,155986622,20,5,,
2022,165445163,10,,,
2022,158274917,13,350,,
2022,162306257,47,0,,
2022,154797192,37,8500,,
2022,155986641,8,20,,
2022,155986641,16,9,,
2022,154797206,29,50,,
2022,155986646,19,5,,
2022,158274927,36,510,,
2022,154797215,2,12,,
2022,154797228,20,4,,
2022,154797228,36,5,,
2022,154797228,61,100,,
2022,154797234,9,0,,
2022,154797241,20,20,,
2022,154797250,20,25,,
2022,154797250,25,5,,
2022,157202910,63,50,,
2022,154797184,25,2,,
2022,155986625,7,1000,,
2022,154797194,6,100,,
2022,154797204,25,1,,
2022,159499920,36,800,,
2022,154797214,20,9,,
2022,154797214,51,0,,
2022,162306240,8,20,,
2022,159499928,20,10,,
2022,154797231,17,85,,
2022,154797231,20,50,,
2022,154797242,63,350,2022-06-30,
2022,154797243,63,350,,
2022,155986710,19,247,,
2022,155986640,38,1000,,
2022,155986647,36,210,,
2022,154797251,63,25,,
2022,155986651,8,87,,
2022,157202880,20,500,,
2022,162306254,8,100,,
2022,155986657,10,,,
2022,154797255,29,20,,
2022,162306265,16,10,,
2022,154797249,20,50,,
2022,155986692,22,0,,
2022,155986693,20,700,,
2022,154797265,25,20,,
2022,158274929,63,500,,
2022,155986720,30,300,,
2022,160738579,10,,,
2022,157202899,20,100,,
2022,157202904,10,,,
2022,154797232,9,0,,
2022,154797232,47,0,,
2022,154797238,63,75,,
2022,154797247,9,0,,
2022,155986674,51,0,,
2022,155986719,63,225,,
2022,154797268,9,0,,
2022,154797268,20,40,,
2022,154797268,25,25,,
2022,155986726,20,2,,
2022,155986726,25,20,,
2022,162306198,66,100,,
2022,155986809,20,10,,
2022,154797329,20,80,,
2022,155986834,38,150,,
2022,155986768,38,75,,
2022,155986769,20,2,,
2022,155986773,20,5,,
2022,164112074,20,480,,
2022,162306286,10,,,
2022,164111753,16,90,2022-12-22,
2022,164111754,16,90,,
2022,164112105,9,0,,
2022,164112105,20,6000,,
2022,164112105,25,50,,
2022,155986739,19,63,2022-07-10,
2022,155986740,19,63,,
2022,155986742,16,15,2022-07-11,
2022,155986742,19,806,2022-07-11,
2022,155986742,49,177,2022-07-11,
2022,155986743,16,15,,
2022,155986743,19,806,,
2022,155986743,49,177,,
2022,155986750,10,,,
2022,155986770,3,3000,,
2022,155986772,20,70,,
2022,155986780,8,209,,
2022,155986788,20,20,,
2022,155986803,31,1758,,
2022,155986756,7,618,,
2022,155986756,16,32,,
2022,155986756,23,19,,
2022,155986756,25,45,,
2022,155986756,43,150,,
